FIPS,year,region,region_st,stateab,State,St_TL_AA,St_TL_Wh,St_pAtt_AA,St_pAtt_Wh,St_STr_AA,St_STr_Wh,segpreBrown,pSt_TL_AA,pSt_TL_Wh,pSt_pAtt_AA,pSt_pAtt_Wh,pSt_STr_AA,pSt_STr_Wh,pSt_TL_AA_1,pSt_TL_AA_6,pSt_TL_AA_10,pSt_TL_AA_14,pSt_TL_Wh_1,pSt_TL_Wh_6,pSt_TL_Wh_10,pSt_TL_Wh_14,pSt_pAtt_AA_1,pSt_pAtt_AA_6,pSt_pAtt_AA_10,pSt_pAtt_AA_14,pSt_pAtt_Wh_1,pSt_pAtt_Wh_6,pSt_pAtt_Wh_10,pSt_pAtt_Wh_14,pSt_STr_AA_1,pSt_STr_AA_6,pSt_STr_AA_10,pSt_STr_AA_14,pSt_STr_Wh_1,pSt_STr_Wh_6,pSt_STr_Wh_10,pSt_STr_Wh_14,enrolage,drop_age,work_age,enrolage_6,drop_age_14,work_age_14,comyrs,comyrs_miss,childcom,childcom_miss,childcom_fill,comyrs_fill,pcomyrs,pchildcom
1,1900,3,South,AL,Alabama,,,,,,,1,30.969009,100.67053,.46231267,.49683991,72.979362,50.639317,35.302986,56.017971,71.444031,85.851517,103.09551,114.63237,123.1562,131.05278,.47481662,.53453737,.57895517,.6203872,.50729471,.55754995,.59533119,.63095868,72.130089,67.931854,64.631012,61.381512,50.005054,46.957066,44.666679,42.507851,,,,0,0,0,,1,,1,,,7.0314527,4.2922568
1,1901,3,South,AL,Alabama,,,,,,,1,35.302986,103.09551,.47481662,.50729471,72.130089,50.005054,39.573315,59.969986,75.141396,89.29422,105.48129,116.82214,125.18916,132.92892,.48713398,.54592174,.58959311,.63027877,.51761502,.56719714,.60443997,.63952905,71.284027,67.101837,63.813828,60.577152,49.379013,46.372135,44.114635,41.988697,,,,0,15,0,,1,,1,,,7.1049032,4.4012337
1,1902,3,South,AL,Alabama,,,,,,,1,39.573315,105.48129,.48713398,.51761502,71.284027,49.379013,43.779964,63.858334,78.775093,92.673271,107.82786,118.97269,127.18291,134.76587,.49926475,.55711949,.60004443,.63998365,.52780068,.57670975,.61341417,.64796489,70.44117,66.275024,62.999847,59.776005,48.761192,45.795429,43.57082,41.477772,,,,0,15,0,,1,,1,,,7.1769614,4.5095701
1,1903,3,South,AL,Alabama,,,,,,,1,43.779964,107.82786,.49926475,.52780068,70.44117,48.761192,47.92297,67.683006,82.345139,95.988663,110.13523,121.08405,129.13744,136.5636,.51120889,.56813061,.61030912,.64950198,.53785169,.58608782,.62225378,.65626603,69.601524,65.451416,62.189075,58.978069,48.151592,45.226944,43.035225,40.975063,,,,0,16,12,,1,,1,,,7.2476282,4.6172667
1,1904,3,South,AL,Alabama,,,,,,,1,47.92297,110.13523,.51120889,.53785169,69.601524,48.151592,52.002293,71.444031,85.851517,99.240387,112.4034,123.1562,131.05278,138.32211,.5229665,.57895517,.6203872,.65883362,.54776812,.59533119,.63095868,.66443259,68.765091,64.631012,61.381512,58.183338,47.550217,44.666679,42.507851,40.480579,,,,0,16,12,,1,,1,,,7.3169022,4.7243237
1,1905,3,South,AL,Alabama,,140,,.52487803,,,1,52.002293,112.4034,.5229665,.54776812,68.765091,47.550217,56.017971,75.141396,89.29422,102.42846,114.63237,125.18916,132.92892,140.04144,.53453737,.58959311,.63027877,.66797876,.55754995,.60443997,.63952905,.67246455,67.931854,63.813828,60.577152,57.391815,46.957066,44.114635,41.988697,39.994316,,,,0,16,12,,1,,1,,,7.3847842,4.8307409
1,1906,3,South,AL,Alabama,,,,,,,1,56.017971,114.63237,.53453737,.55754995,67.931854,46.957066,59.969986,78.775093,92.673271,105.55285,116.82214,127.18291,134.76587,141.72157,.54592174,.60004443,.63998365,.67693722,.56719714,.61341417,.64796489,.68036187,67.101837,62.999847,59.776005,56.6035,46.372135,43.57082,41.477772,39.516273,0,0,0,0,16,12,,1,,1,,,7.4512739,4.9365182
1,1907,3,South,AL,Alabama,,113.3,,,63.202778,45.121601,1,59.969986,116.82214,.54592174,.56719714,67.101837,46.372135,63.858334,82.345139,95.988663,108.61359,118.97269,129.13744,136.5636,143.36249,.55711949,.61030912,.64950198,.68570912,.57670975,.62225378,.65626603,.6881246,66.275024,62.189075,58.978069,55.818394,45.795429,43.035225,40.975063,39.046459,0,0,0,0,16,14,,1,,1,,,7.5163713,5.0416555
1,1908,3,South,AL,Alabama,,115.9,,.65228641,,,1,63.858334,118.97269,.55711949,.57670975,66.275024,45.795429,67.683006,85.851517,99.240387,111.61068,121.08405,131.05278,138.32211,144.96422,.56813061,.6203872,.65883362,.69429439,.58608782,.63095868,.66443259,.69575274,65.451416,61.381512,58.183338,55.036495,45.226944,42.507851,40.480579,38.584862,0,0,0,0,16,14,,1,,1,,,7.5800767,5.1461535
1,1909,3,South,AL,Alabama,,117.3,,,,,1,67.683006,121.08405,.56813061,.58608782,65.451416,45.226944,71.444031,89.29422,102.42846,114.54408,123.1562,132.92892,140.04144,146.52673,.57895517,.63027877,.66797876,.7026931,.59533119,.63952905,.67246455,.70324624,64.631012,60.577152,57.391815,54.257809,44.666679,41.988697,39.994316,38.131489,0,0,0,8,16,14,8,0,6,0,6,8,7.6423898,5.250011
1,1910,3,South,AL,Alabama,,117,,.60854697,,,1,71.444031,123.1562,.57895517,.59533119,64.631012,44.666679,75.141396,92.673271,105.55285,117.41384,125.18916,134.76587,141.72157,148.05005,.58959311,.63998365,.67693722,.71090513,.60443997,.64796489,.68036187,.7106052,63.813828,59.776005,56.6035,53.482327,44.114635,41.477772,39.516273,37.68634,0,0,0,8,16,14,8,0,6,0,6,8,7.703311,5.353229
1,1911,3,South,AL,Alabama,,132.39999,,.5944109,,,1,75.141396,125.18916,.58959311,.60443997,63.813828,44.114635,78.775093,95.988663,108.61359,120.21993,127.18291,136.5636,143.36249,149.53415,.60004443,.64950198,.68570912,.71893066,.61341417,.65626603,.6881246,.71782947,62.999847,58.978069,55.818394,52.710052,43.57082,40.975063,39.046459,37.249413,0,0,0,8,16,14,8,0,6,0,6,8,7.7628393,5.4558077
1,1912,3,South,AL,Alabama,,122.3,,.60752249,,,1,78.775093,127.18291,.60004443,.61341417,62.999847,43.57082,82.345139,99.240387,111.61068,122.96236,129.13744,138.32211,144.96422,150.97905,.61030912,.65883362,.69429439,.72676951,.62225378,.66443259,.69575274,.7249192,62.189075,58.183338,55.036495,51.94099,43.035225,40.480579,38.584862,36.820705,0,0,0,8,16,14,8,0,6,0,6,8,7.8209758,5.5577464
1,1913,3,South,AL,Alabama,,124.7,,.61828387,,,1,82.345139,129.13744,.61030912,.62225378,62.189075,43.035225,85.851517,102.42846,114.54408,125.64113,131.05278,140.04144,146.52673,152.38475,.6203872,.66797876,.7026931,.73442173,.63095868,.67246455,.70324624,.73187429,61.381512,57.391815,54.257809,51.175133,42.507851,39.994316,38.131489,36.400223,0,0,0,8,16,14,8,0,6,0,6,8,7.8777204,5.6590452
1,1914,3,South,AL,Alabama,,125,,.62879997,58.748806,46.561592,1,85.851517,131.05278,.6203872,.63095868,61.381512,42.507851,89.29422,105.55285,117.41384,128.25623,132.92892,141.72157,148.05005,153.75127,.63027877,.67693722,.71090513,.74188739,.63952905,.68036187,.7106052,.73869479,60.577152,56.6035,53.482327,50.412483,41.988697,39.516273,37.68634,35.987961,0,0,0,8,16,14,8,0,6,0,6,8,7.9330721,5.7597041
1,1915,3,South,AL,Alabama,,,,,,,1,89.29422,132.92892,.63027877,.63952905,60.577152,41.988697,92.673271,108.61359,120.21993,130.80768,134.76587,143.36249,149.53415,155.07857,.63998365,.68570912,.71893066,.74916643,.64796489,.6881246,.71782947,.7453807,59.776005,55.818394,52.710052,49.653046,41.477772,39.046459,37.249413,35.583923,8,15,0,8,16,14,8,0,6,0,6,8,7.9870319,5.8597231
1,1916,3,South,AL,Alabama,,,,,,,1,92.673271,134.76587,.63998365,.64796489,59.776005,41.477772,95.988663,111.61068,122.96236,133.29546,136.5636,144.96422,150.97905,156.36667,.64950198,.69429439,.72676951,.75625885,.65626603,.69575274,.7249192,.75193197,58.978069,55.036495,51.94099,48.896812,40.975063,38.584862,36.820705,35.188107,8,15,0,8,16,14,8,0,6,0,6,8,8.0395994,5.9591017
1,1917,3,South,AL,Alabama,,124,,.59354836,,45.674416,1,95.988663,136.5636,.64950198,.65626603,58.978069,40.975063,99.240387,114.54408,125.64113,135.71957,138.32211,146.52673,152.38475,157.61555,.65883362,.7026931,.73442173,.7631647,.66443259,.70324624,.73187429,.75834864,58.183338,54.257809,51.175133,48.143791,40.480579,38.131489,36.400223,34.800514,8,16,12,8,16,14,8,0,6,0,6,8,8.0907755,6.0578413
1,1918,3,South,AL,Alabama,,,,,,,1,99.240387,138.32211,.65883362,.66443259,58.183338,40.480579,102.42846,117.41384,128.25623,138.08003,140.04144,148.05005,153.75127,158.82524,.66797876,.71090513,.74188739,.76988393,.67246455,.7106052,.73869479,.76463068,57.391815,53.482327,50.412483,47.393978,39.994316,37.68634,35.987961,34.421143,8,16,12,8,16,14,8,0,6,0,6,8,8.1405592,6.155941
1,1919,3,South,AL,Alabama,115,127,.61739129,.65354329,63.055431,45.384617,1,102.42846,140.04144,.66797876,.67246455,57.391815,39.994316,105.55285,120.21993,130.80768,140.37682,141.72157,149.53415,155.07857,159.99571,.67693722,.71893066,.74916643,.77641654,.68036187,.71782947,.7453807,.77077818,56.6035,52.710052,49.653046,46.647373,39.516273,37.249413,35.583923,34.049992,8,16,12,8,16,14,8,0,6,0,6,8,8.1889505,6.2534008
1,1920,3,South,AL,Alabama,,,,,,,1,105.55285,141.72157,.67693722,.68036187,56.6035,39.516273,108.61359,122.96236,133.29546,142.60995,143.36249,150.97905,156.36667,161.127,.68570912,.72676951,.75625885,.78276265,.6881246,.7249192,.75193197,.77679104,55.818394,51.94099,48.896812,45.903973,39.046459,36.820705,35.188107,33.687065,8,16,12,8,16,14,8,0,6,0,6,8,8.2359495,6.3502212
1,1921,3,South,AL,Alabama,110,143,.72727275,.72027969,58.71759,36.741245,1,108.61359,143.36249,.68570912,.6881246,55.818394,39.046459,111.61068,125.64113,135.71957,144.77942,144.96422,152.38475,157.61555,162.21909,.69429439,.73442173,.7631647,.78892207,.69575274,.73187429,.75834864,.78266931,55.036495,51.175133,48.143791,45.163784,38.584862,36.400223,34.800514,33.332359,8,16,14,8,16,14,8,0,6,0,6,8,8.2815561,6.4464011
1,1922,3,South,AL,Alabama,,,,,,,1,111.61068,144.96422,.69429439,.69575274,55.036495,38.584862,114.54408,128.25623,138.08003,146.88524,146.52673,153.75127,158.82524,163.27196,.7026931,.74188739,.76988393,.79489481,.70324624,.73869479,.76463068,.78841293,54.257809,50.412483,47.393978,44.426804,38.131489,35.987961,34.421143,32.985878,8,16,14,8,16,14,8,0,6,0,6,8,8.3257704,6.5419412
1,1923,3,South,AL,Alabama,112,146,.6964286,.68493152,57.265877,35.320156,1,114.54408,146.52673,.7026931,.70324624,54.257809,38.131489,117.41384,130.80768,140.37682,148.92737,148.05005,155.07857,159.99571,164.28563,.71090513,.74916643,.77641654,.80068111,.7106052,.7453807,.77077818,.79402196,53.482327,49.653046,46.647373,43.693027,37.68634,35.583923,34.049992,32.647617,8,16,14,8,16,14,8,0,6,0,6,8,8.3685932,6.6368418
1,1924,3,South,AL,Alabama,,,,,,,1,117.41384,148.05005,.71090513,.7106052,53.482327,37.68634,120.21993,133.29546,142.60995,150.90585,149.53415,156.36667,161.127,165.26012,.71893066,.75625885,.78276265,.80628067,.71782947,.75193197,.77679104,.79949641,52.710052,48.896812,45.903973,42.962463,37.249413,35.188107,33.687065,32.317581,8,16,14,8,16,14,8,0,6,0,6,8,8.4100227,6.7311029
1,1925,3,South,AL,Alabama,117,158,.6837607,.66455698,53.33392,33.687237,1,120.21993,149.53415,.71893066,.71782947,52.710052,37.249413,122.96236,135.71957,144.77942,152.82068,150.97905,157.61555,162.21909,166.19537,.72676951,.7631647,.78892207,.81169367,.7249192,.75834864,.78266931,.80483627,51.94099,48.143791,45.163784,42.235107,36.820705,34.800514,33.332359,31.995766,8,16,14,8,16,14,8,0,6,0,6,8,8.4500608,6.8247242
1,1926,3,South,AL,Alabama,,,,,,,1,122.96236,150.97905,.72676951,.7249192,51.94099,36.820705,125.64113,138.08003,146.88524,154.67184,152.38475,158.82524,163.27196,167.09143,.73442173,.76988393,.79489481,.81692004,.73187429,.76463068,.78841293,.81004149,51.175133,47.393978,44.426804,41.51096,36.400223,34.421143,32.985878,31.682171,8,16,14,8,16,14,8,0,6,0,6,8,8.4887075,6.9177051
1,1927,3,South,AL,Alabama,127,159,.72440946,.72955972,52.551502,33.382965,1,125.64113,152.38475,.73442173,.73187429,51.175133,36.400223,128.25623,140.37682,148.92737,156.45932,153.75127,159.99571,164.28563,167.9483,.74188739,.77641654,.80068111,.82195985,.73869479,.77077818,.79402196,.81511211,50.412483,46.647373,43.693027,40.79002,35.987961,34.049992,32.647617,31.376801,8,16,14,8,16,14,8,0,6,0,6,8,8.52596,7.0100465
1,1928,3,South,AL,Alabama,,,,,,,1,128.25623,153.75127,.74188739,.73869479,50.412483,35.987961,130.80768,142.60995,150.90585,158.18317,155.07857,161.127,165.26012,168.76596,.74916643,.78276265,.80628067,.82681304,.7453807,.77679104,.79949641,.82004809,49.653046,45.903973,42.962463,40.072289,35.583923,33.687065,32.317581,31.079653,8,16,14,8,16,14,8,0,6,0,6,8,8.561821,7.101748
1,1929,3,South,AL,Alabama,130,156,.74615383,.78205127,46.068371,33.190498,1,130.80768,155.07857,.74916643,.7453807,49.653046,35.583923,133.29546,144.77942,152.82068,159.84334,156.36667,162.21909,166.19537,169.5444,.75625885,.78892207,.81169367,.83147961,.75193197,.78266931,.80483627,.82484955,48.896812,45.163784,42.235107,39.357765,35.188107,33.332359,31.995766,30.790728,8,16,14,7,16,14,9,0,7,0,7,9,8.5962906,7.1928096
1,1930,3,South,AL,Alabama,,,,,,,1,133.29546,156.36667,.75625885,.75193197,48.896812,35.188107,135.71957,146.88524,154.67184,161.43983,157.61555,163.27196,167.09143,170.28366,.7631647,.79489481,.81692004,.83595961,.75834864,.78841293,.81004149,.82951629,48.143791,44.426804,41.51096,38.64645,34.800514,32.985878,31.682171,30.510023,8,16,14,7,16,14,9,0,7,0,7,9,8.6293678,7.2832317
1,1931,3,South,AL,Alabama,127,159,.79527557,.77987421,47.454067,34.033272,1,135.71957,157.61555,.7631647,.75834864,48.143791,34.800514,138.08003,148.92737,156.45932,162.9727,158.82524,164.28563,167.9483,170.98372,.76988393,.80068111,.82195985,.840253,.76463068,.79402196,.81511211,.83404851,47.393978,43.693027,40.79002,37.938343,34.421143,32.647617,31.376801,30.237541,8,16,14,7,16,14,9,0,7,0,7,9,8.6610527,7.3730135
1,1932,3,South,AL,Alabama,,,,,,,1,138.08003,158.82524,.76988393,.76463068,47.393978,34.421143,140.37682,150.90585,158.18317,164.44188,159.99571,165.26012,168.76596,171.64456,.77641654,.80628067,.82681304,.84435982,.77077818,.79949641,.82004809,.83844614,46.647373,42.962463,40.072289,37.233444,34.049992,32.317581,31.079653,29.973284,8,16,14,7,16,14,9,0,7,0,7,9,8.6913452,7.4621563
1,1933,3,South,AL,Alabama,138,159,.80434781,.7672956,48.849998,34.657791,1,140.37682,159.99571,.77641654,.77077818,46.647373,34.049992,142.60995,152.82068,159.84334,165.8474,161.127,166.19537,169.5444,172.2662,.78276265,.81169367,.83147961,.84827995,.77679104,.80483627,.82484955,.84270912,45.903973,42.235107,39.357765,36.531757,33.687065,31.995766,30.790728,29.717247,8,16,14,7,16,14,9,0,7,0,7,9,8.7202454,7.5506582
1,1934,3,South,AL,Alabama,,,,,,,1,142.60995,161.127,.78276265,.77679104,45.903973,33.687065,144.77942,154.67184,161.43983,167.18925,162.21909,167.09143,170.28366,172.84865,.78892207,.81692004,.83595961,.85201353,.78266931,.81004149,.82951629,.84683746,45.163784,41.51096,38.64645,35.833275,33.332359,31.682171,30.510023,29.469433,8,16,14,7,16,14,9,0,7,0,7,9,8.7477531,7.6385212
1,1935,3,South,AL,Alabama,127,155.10001,.80314958,.7414571,45.856037,32.61945,1,144.77942,162.21909,.78892207,.78266931,45.163784,33.332359,146.88524,156.45932,162.9727,168.46747,163.27196,167.9483,170.98372,173.39189,.79489481,.82195985,.840253,.85556048,.78841293,.81511211,.83404851,.85083127,44.426804,40.79002,37.938343,35.138,32.985878,31.376801,30.237541,29.229839,7,16,14,7,16,14,9,0,7,0,7,9,8.7738695,7.7257442
1,1936,3,South,AL,Alabama,,,,,,,1,146.88524,163.27196,.79489481,.78841293,44.426804,32.985878,148.92737,158.18317,164.44188,169.68201,164.28563,168.76596,171.64456,173.8959,.80068111,.82681304,.84435982,.85892081,.79402196,.82004809,.83844614,.85469043,43.693027,40.072289,37.233444,34.445934,32.647617,31.079653,29.973284,28.99847,7,16,14,7,16,16,9,0,9,0,9,9,8.7985935,7.8123269
1,1937,3,South,AL,Alabama,142.5,157.10001,.80000001,.80203688,49.637379,31.781525,1,148.92737,164.28563,.80068111,.79402196,43.693027,32.647617,150.90585,159.84334,165.8474,170.83289,165.26012,169.5444,172.2662,174.36075,.80628067,.83147961,.84827995,.86209458,.79949641,.82484955,.84270912,.85841495,42.962463,39.357765,36.531757,33.75708,32.317581,30.790728,29.717247,28.775322,7,16,14,7,16,16,9,0,9,0,9,9,8.8219252,7.8982706
1,1938,3,South,AL,Alabama,,,,,,,1,150.90585,165.26012,.80628067,.79949641,42.962463,32.317581,152.82068,161.43983,167.18925,171.92009,166.19537,170.28366,172.84865,174.78638,.81169367,.83595961,.85201353,.86508167,.80483627,.82951629,.84683746,.86200488,42.235107,38.64645,35.833275,33.07143,31.995766,30.510023,29.469433,28.560398,7,16,14,7,16,16,9,0,9,0,9,9,8.8438644,7.9835739
1,1939,3,South,AL,Alabama,146.8,159.89999,.82084465,.81300819,,34.538673,1,152.82068,166.19537,.81169367,.80483627,42.235107,31.995766,154.67184,162.9727,168.46747,172.94365,167.09143,170.98372,173.39189,175.17281,.81692004,.840253,.85556048,.86788225,.81004149,.83404851,.85083127,.86546028,41.51096,37.938343,35.138,32.388992,31.682171,30.237541,29.229839,28.353697,7,16,14,7,16,16,9,0,9,0,9,9,8.8644114,8.0682373
1,1940,3,South,AL,Alabama,,,,,,,1,154.67184,167.09143,.81692004,.81004149,41.51096,31.682171,156.45932,164.44188,169.68201,173.90352,167.9483,171.64456,173.8959,175.52002,.82195985,.84435982,.85892081,.87049615,.81511211,.83844614,.85469043,.86878103,40.79002,37.233444,34.445934,31.709761,31.376801,29.973284,28.99847,28.155214,7,16,14,7,16,16,9,0,9,0,9,9,8.8835669,8.1522617
1,1941,3,South,AL,Alabama,151.3,169.60001,.83410442,.79245275,39.952663,30.573551,1,156.45932,167.9483,.82195985,.81511211,40.79002,31.376801,158.18317,165.8474,170.83289,172.2527,168.76596,172.2662,174.36075,176.00156,.82681304,.84827995,.86209458,.89173931,.82004809,.84270912,.85841495,.87923717,40.072289,36.531757,33.75708,33.83073,31.079653,29.717247,28.775322,27.239628,7,16,14,7,16,16,9,0,9,0,9,9,8.901329,8.2356453
1,1942,3,South,AL,Alabama,,,,,,,1,158.18317,168.76596,.82681304,.82004809,40.072289,31.079653,159.84334,167.18925,171.92009,173.08528,169.5444,172.84865,174.78638,176.27037,.83147961,.85201353,.86508167,.89398003,.82484955,.84683746,.86200488,.88228869,39.357765,35.833275,33.07143,33.157917,30.790728,29.469433,28.560398,27.057592,7,16,14,7,16,16,9,0,9,0,9,9,8.9176998,8.3183899
1,1943,3,South,AL,Alabama,166.10001,171.10001,.83022267,.80888361,38.071655,29.576414,1,159.84334,169.5444,.83147961,.82484955,39.357765,30.790728,161.43983,168.46747,172.94365,173.85417,170.28366,173.39189,175.17281,176.49998,.83595961,.85556048,.86788225,.89603418,.82951629,.85083127,.86546028,.88520563,38.64645,35.138,32.388992,32.488312,30.510023,29.229839,28.353697,26.88378,7,16,14,7,16,16,9,0,9,0,9,9,8.9326773,8.4004936
1,1944,3,South,AL,Alabama,,,,,,,1,161.43983,170.28366,.83595961,.82951629,38.64645,30.510023,162.9727,169.68201,173.90352,174.5594,170.98372,173.8959,175.52002,176.6904,.840253,.85892081,.87049615,.89790171,.83404851,.85469043,.86878103,.88798791,37.938343,34.445934,31.709761,31.821911,30.237541,28.99847,28.155214,26.718189,7,16,14,7,16,16,9,0,9,0,9,9,8.9462643,8.4819584
1,1945,3,South,AL,Alabama,167.2,176.2,.82954544,.81271285,36.264908,29.534273,1,162.9727,170.98372,.840253,.83404851,37.938343,30.237541,164.44188,170.83289,172.2527,175.20097,171.64456,174.36075,176.00156,176.8416,.84435982,.86209458,.89173931,.89958262,.83844614,.85841495,.87923717,.89063567,37.233444,33.75708,33.83073,31.15872,29.973284,28.775322,27.239628,26.560822,7,16,14,7,16,16,9,0,9,0,9,9,8.9584579,8.5627832
1,1946,3,South,AL,Alabama,,,,,,,1,164.44188,171.64456,.84435982,.83844614,37.233444,29.973284,165.8474,171.92009,173.08528,175.77892,172.2662,174.78638,176.27037,176.9536,.84827995,.86508167,.89398003,.90107691,.84270912,.86200488,.88228869,.89314878,36.531757,33.07143,33.157917,30.498739,29.717247,28.560398,27.057592,26.411674,7,16,14,7,16,16,9,0,9,0,9,9,8.9692602,8.6429682
1,1947,3,South,AL,Alabama,176.5,176.2,.83172804,.86492622,33.104031,29.145739,1,165.8474,172.2662,.84827995,.84270912,36.531757,29.717247,167.18925,172.94365,173.85417,176.29317,172.84865,175.17281,176.49998,177.02641,.85201353,.86788225,.89603418,.90238464,.84683746,.86546028,.88520563,.8955273,35.833275,32.388992,32.488312,29.841965,29.469433,28.353697,26.88378,26.27075,7,16,14,7,16,16,9,0,9,0,9,9,8.9786701,8.7225132
1,1948,3,South,AL,Alabama,,,,,,,1,167.18925,172.84865,.85201353,.84683746,35.833275,29.469433,168.46747,173.90352,174.5594,176.74374,173.39189,175.52002,176.6904,177.06001,.85556048,.87049615,.89790171,.90350574,.85083127,.86878103,.88798791,.89777118,35.138,31.709761,31.821911,29.1884,29.229839,28.155214,26.718189,26.13805,7,16,14,7,16,16,9,0,9,0,9,9,8.9866867,8.8014193
1,1949,3,South,AL,Alabama,176.5,176,.85325783,.85568184,32.928379,31.467056,1,168.46747,173.39189,.85556048,.85083127,35.138,29.229839,169.68201,172.2527,175.20097,177.13068,173.8959,176.00156,176.8416,177.0544,.85892081,.89173931,.89958262,.90444022,.85469043,.87923717,.89063567,.89988047,34.445934,33.83073,31.15872,28.538044,28.99847,27.239628,26.560822,26.013569,7,16,14,7,16,16,9,0,9,0,9,9,8.9933128,8.8796844
1,1950,3,South,AL,Alabama,,,,,,,1,169.68201,173.8959,.85892081,.85469043,34.445934,28.99847,170.83289,173.08528,175.77892,177.45393,174.36075,176.27037,176.9536,177.00958,.86209458,.89398003,.90107691,.90518814,.85841495,.88228869,.89314878,.90185517,33.75708,33.157917,30.498739,27.890894,28.775322,27.057592,26.411674,25.897314,7,16,16,7,16,16,9,0,9,0,9,9,8.9985447,8.9573107
1,1951,3,South,AL,Alabama,177,175.89999,.85084748,.87265497,31.131876,28.457821,1,170.83289,174.36075,.86209458,.85841495,33.75708,28.775322,171.92009,173.85417,176.29317,177.71355,174.78638,176.49998,177.02641,176.92558,.86508167,.89603418,.90238464,.90574944,.86200488,.88520563,.8955273,.90369523,33.07143,32.488312,29.841965,27.246954,28.560398,26.88378,26.27075,25.789278,7,16,16,7,16,16,9,0,9,0,9,9,9.0023861,9.034296
1,1952,3,South,AL,Alabama,,,,,,,1,171.92009,174.78638,.86508167,.86200488,33.07143,28.560398,172.94365,174.5594,176.74374,177.90948,175.17281,176.6904,177.06001,176.80238,.86788225,.89790171,.90350574,.90612411,.86546028,.88798791,.89777118,.90540069,32.388992,31.821911,29.1884,26.606222,28.353697,26.718189,26.13805,25.689466,7,16,16,7,16,16,9,0,9,0,9,9,9.0048342,9.1106424
1,1953,3,South,AL,Alabama,176.10001,175.89999,.86087453,.87549746,,30.868481,1,172.94365,175.17281,.86788225,.86546028,32.388992,28.353697,173.90352,175.20097,177.13068,178.04178,175.52002,176.8416,177.0544,176.63995,.87049615,.89958262,.90444022,.90631217,.86878103,.89063567,.89988047,.90697151,31.709761,31.15872,28.538044,25.968699,28.155214,26.560822,26.013569,25.597876,7,16,16,7,16,16,9,0,9,0,9,9,9.0058908,9.1863489
1,1954,3,South,AL,Alabama,,,,,,,1,173.90352,175.52002,.87049615,.86878103,31.709761,28.155214,172.2527,175.77892,177.45393,178.11038,176.00156,176.9536,177.00958,176.43834,.89173931,.90107691,.90518814,.90631366,.87923717,.89314878,.90185517,.90840781,33.83073,30.498739,27.890894,25.334385,27.239628,26.411674,25.897314,25.514509,7,16,16,7,16,16,9,0,9,0,9,9,9.0055561,9.2614145
1,1955,3,South,AL,Alabama,175.5,175.5,.88490033,.88490033,,,0,172.2527,176.00156,.89173931,.87923717,33.83073,27.239628,173.08528,176.29317,177.71355,178.11534,176.27037,177.02641,176.92558,176.19751,.89398003,.90238464,.90574944,.90612853,.88228869,.8955273,.90369523,.90970951,33.157917,29.841965,27.246954,24.703276,27.057592,26.27075,25.789278,25.439365,7,16,16,7,16,16,9,0,9,0,9,9,9.0919075,8.7897148
1,1956,3,South,AL,Alabama,,,,,,,0,173.08528,176.27037,.89398003,.88228869,33.157917,27.057592,173.85417,176.74374,177.90948,178.05664,176.49998,177.06001,176.80238,175.9175,.89603418,.90350574,.90612411,.90575683,.88520563,.89777118,.90540069,.91087657,32.488312,29.1884,26.606222,24.075377,26.88378,26.13805,25.689466,25.372442,7,16,16,7,16,16,9,0,9,0,9,9,9.0887871,8.8635015
1,1957,3,South,AL,Alabama,175.5,175.5,.88262105,.88262105,,,0,173.85417,176.49998,.89603418,.88520563,32.488312,26.88378,174.5594,177.13068,178.04178,177.93427,176.6904,177.0544,176.63995,175.59827,.89790171,.90444022,.90631217,.90519845,.88798791,.89988047,.90697151,.91190904,31.821911,28.538044,25.968699,23.450687,26.718189,26.013569,25.597876,25.31374,7,16,16,7,16,16,9,0,9,0,9,9,9.0842752,8.9366484
1,1958,3,South,AL,Alabama,,,,,,,0,174.5594,176.6904,.89790171,.88798791,31.821911,26.718189,175.20097,177.45393,178.11038,177.74823,176.8416,177.00958,176.43834,175.23982,.89958262,.90518814,.90631366,.90445352,.89063567,.90185517,.90840781,.91280681,31.15872,27.890894,25.334385,22.829206,26.560822,25.897314,25.514509,25.263264,7,16,16,7,16,16,9,0,9,0,9,9,9.0783701,9.0091562
1,1959,3,South,AL,Alabama,175.60001,175.60001,.90091109,.90091109,,,0,175.20097,176.8416,.89958262,.89063567,31.15872,26.560822,175.77892,177.71355,178.11534,177.49855,176.9536,176.92558,176.19751,174.84221,.90107691,.90574944,.90612853,.90352196,.89314878,.90369523,.90970951,.91357005,30.498739,27.246954,24.703276,22.210932,26.411674,25.789278,25.439365,25.221006,7,16,16,7,16,16,9,0,9,0,9,9,9.0710735,9.0810242
1,1960,3,South,AL,Alabama,,,,,,,0,175.77892,176.9536,.90107691,.89314878,30.498739,26.411674,176.29317,177.90948,178.05664,177.1852,177.02641,176.80238,175.9175,174.40536,.90238464,.90612411,.90575683,.90240383,.8955273,.90540069,.91087657,.9141987,29.841965,26.606222,24.075377,21.595865,26.27075,25.689466,25.372442,25.186974,7,16,16,7,16,16,9,0,9,0,9,9,9.0623846,9.1522512
